,1. open,2. high,3. low,4. close,5. volume
2011-04-21,0.95,0.98,0.8805,0.92,6529000.0
2011-04-15,1.31,1.37,0.91,0.94,10657800.0
2011-04-08,1.51,1.51,1.3,1.31,3345100.0
2011-04-01,1.18,1.65,1.16,1.49,8917300.0
2011-03-25,1.15,1.23,1.14,1.18,1381200.0
2011-03-18,1.22,1.23,1.1,1.12,1729900.0
2011-03-11,1.25,1.271,1.17,1.22,1943100.0
2011-03-04,1.78,1.78,1.11,1.25,9845500.0
2011-02-25,1.89,1.9,1.71,1.79,695500.0
2011-02-18,1.71,2.14,1.65,1.95,2813900.0
2011-02-11,1.85,1.9,1.62,1.71,1209500.0
2011-02-04,1.88,1.93,1.8,1.86,888600.0
2011-01-28,1.88,2.16,1.87,1.88,2706500.0
2011-01-21,2.19,2.19,1.83,1.87,1931600.0
2011-01-14,2.5,2.54,2.14,2.2,1604900.0
2011-01-07,2.58,2.65,2.37,2.51,1896600.0
2010-12-31,2.58,2.72,2.2,2.58,5493100.0
2010-12-23,3.11,3.22,2.59,2.62,2692000.0
2010-12-17,3.68,3.99,3.0,3.15,1749700.0
2010-12-10,3.5,4.08,3.36,3.7,1252800.0
2010-12-03,3.26,3.68,3.13,3.48,1024100.0
2010-11-26,3.34,3.35,3.04,3.29,672500.0
2010-11-19,3.1,3.45,3.01,3.3299,787800.0
2010-11-12,3.32,3.35,2.95,3.15,458700.0
2010-11-05,3.38,3.4,3.02,3.35,542500.0
2010-10-29,3.51,3.58,3.2,3.34,730100.0
2010-10-22,3.12,3.75,3.03,3.5,1357800.0
2010-10-15,2.88,3.39,2.74,3.13,1383700.0
2010-10-08,2.83,2.93,2.68,2.84,621900.0
2010-10-01,2.58,2.95,2.51,2.83,562600.0
2010-09-24,2.71,2.84,2.51,2.56,715800.0
2010-09-17,2.32,3.02,2.32,2.67,2395800.0
2010-09-10,1.86,2.55,1.82,2.26,1244400.0
2010-09-03,1.85,2.04,1.72,1.89,584400.0
2010-08-27,2.0,2.1,1.7,1.8,626900.0
2010-08-20,2.1,2.19,2.0,2.0,213300.0
2010-08-13,2.28,2.31,2.1,2.17,203900.0
2010-08-06,2.32,2.4299,2.18,2.31,264700.0
2010-07-30,2.13,2.44,2.12,2.25,484900.0
2010-07-23,2.14,2.26,1.95,2.1,497000.0
2010-07-16,2.3,2.42,2.12,2.17,565400.0
2010-07-09,2.38,2.4,2.0,2.32,725000.0
